date,title,artist,peak_pos,last_week,weeks,rank,change,spotifyLink,spotifyID,videoLink,all_genre,main_genre
2019-06-08,A Lot,21 savage,52,60,17,49,,,,,"[u'atl hip hop', u'pop rap', u'rap', u'trap']",[u'trap']
2019-06-08,Thotiana,blueface,53,92,4,50,,,,,"[u'cali rap', u'trap']",[u'trap']
2019-06-08,Higher,dj khaled,26,75,9,77,,,,,"[u'dance pop', u'hip hop', u'miami hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap']",[u'trap']
2019-06-08,Who Do You Love,the chainsmokers,95,100,3,89,,,,,"[u'electropop', u'pop', u'tropical house']",[u'tropical house']
2019-06-08,Don't Call Me Up,mabel,42,-,18,90,,,,,"[u'dance pop', u'pop', u'post-teen pop', u'tropical house', u'uk pop']",[u'uk pop']
2019-06-08,Earth,lil dicky,91,-,3,91,,,,,"[u'pop rap', u'rap']",[u'rap']
2019-06-08,Juice,lizzo,84,86,19,93,,,,,"[u'escape room', u'minnesota hip hop', u'pop', u'pop rap', u'trap queen']",[u'trap queen']
2019-06-08,HP,maluma,NA,,NA,96,,,,,"[u'latin', u'reggaeton']",[u'reggaeton']
2019-06-08,Mixed Personalities,ynw melly,NA,,NA,98,,,,,"[u'melodic rap', u'rap', u'trap']",[u'trap']
2019-06-08,Paradise,bazzi,NA,,NA,99,,,,,"[u'pop', u'post-teen pop']",[u'post-teen pop']
2019-06-08,Triggered,jhene aiko,NA,,NA,100,,,,,"[u'alternative r&b', u'pop', u'pop rap', u'r&b', u'urban contemporary']",[u'urban contemporary']
2019-06-15,Murder On My Mind,ynw melly,73,73,4,69,,,,,"[u'melodic rap', u'rap', u'trap']",[u'trap']
2019-06-15,The Search,nf,75,83,5,70,,,,,"[u'hip hop', u'pop rap', u'rap']",[u'rap']
2019-06-15,Isis,joyner lucas,44,67,3,79,,,,,"[u'boston hip hop', u'hip hop', u'pop rap', u'rap']",[u'rap']
2019-06-15,Boy With Luv,bts,69,97,8,90,,,,,"[u'k-pop', u'k-pop boy group']",[u'k-pop boy group']
2019-06-15,Shut Up About Politics,john rich,27,96,18,91,,,,,[u'country road'],[u'country road']
2019-06-15,Under Enemy Arms,trippie redd,91,-,4,94,,,,,"[u'melodic rap', u'rap', u'trap']",[u'trap']
2019-06-15,Night Shift,jon pardi,NA,,NA,100,,,,,"[u'contemporary country', u'country', u'country road', u'modern country rock']",[u'modern country rock']
2019-06-22,Beautiful Crazy,luke combs,36,41,16,45,,,,,[u'contemporary country'],[u'contemporary country']
2019-06-22,Close Friends,lil baby,34,46,3,48,,,,,"[u'atl hip hop', u'atl trap', u'pop rap', u'rap', u'trap']",[u'trap']
2019-06-22,Bury A Friend,billie eilish,59,61,15,58,,,,,"[u'electropop', u'pop']",[u'pop']
2019-06-22,Even Though I'm Leaving,luke combs,37,66,16,62,,,,,[u'contemporary country'],[u'contemporary country']
2019-06-22,Put A Date On It,yo gotti,67,67,2,79,,,,,"[u'dirty south rap', u'gangster rap', u'hip hop', u'memphis hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap']",[u'trap']
2019-06-22,Heaven,avicii,89,99,2,83,,,,,"[u'big room', u'edm', u'pop']",[u'pop']
2019-06-22,Please Tell Me,future,92,92,2,87,,,,,"[u'atl hip hop', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap']",[u'trap']
2019-06-22,On My Way To You,cody johnson,27,87,17,88,,,,,"[u'contemporary country', u'country road', u'modern country rock', u'texas country']",[u'texas country']
2019-06-22,Amor Genuino,ozuna,26,-,11,92,,,,,"[u'latin', u'puerto rican pop', u'reggaeton', u'trap latino']",[u'trap latino']
2019-06-22,XanaX Damage,future,NA,,NA,98,,,,,"[u'atl hip hop', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap']",[u'trap']
2019-06-22,Government Official,future,NA,,NA,99,,,,,"[u'atl hip hop', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap']",[u'trap']
2019-06-29,When The Party's Over,billie eilish,36,46,17,45,,,,,"[u'electropop', u'pop']",[u'pop']
2019-06-29,Envy Me,calboy,27,44,11,47,,,,,"[u'chicago rap', u'melodic rap', u'rap', u'southern hip hop', u'trap']",[u'trap']
2019-06-29,Miss Me More,kelsea ballerini,73,78,18,70,,,,,"[u'contemporary country', u'pop']",[u'pop']
2019-06-29,Sanctuary,joji,50,80,10,80,,,,,"[u'alternative r&b', u'pop', u'viral pop']",[u'viral pop']
2019-06-29,Rescue Me,marshmello,26,-,11,92,,,,,"[u'brostep', u'progressive electro house']",[u'progressive electro house']
2019-06-29,Te Robare,nicky jam,91,-,4,94,,,,,"[u'latin', u'latin hip hop', u'reggaeton', u'tropical']",[u'tropical']
2019-06-29,Robbery,juice wrld,NA,,NA,98,,,,,"[u'chicago rap', u'melodic rap']",[u'melodic rap']
2019-06-29,Racks In The Middle,nipsey hussle,NA,,NA,99,,,,,"[u'conscious hip hop', u'gangster rap', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap']",[u'trap']
2019-07-06,"Break Up With Your Girlfriend, I'm Bored",ariana grande,53,54,7,49,,,,,"[u'dance pop', u'pop', u'post-teen pop']",[u'post-teen pop']
2019-07-06,Here With Me,marshmello,93,100,2,87,,,,,"[u'brostep', u'progressive electro house']",[u'progressive electro house']
2019-07-06,Love Someone,brett eldredge,65,93,12,88,,,,,"[u'contemporary country', u'country', u'country road', u'modern country rock']",[u'modern country rock']
2019-07-06,Big Ole Freak,megan thee stallion,91,-,4,94,,,,,"[u'houston rap', u'pop', u'pop rap', u'trap queen']",[u'trap queen']
2019-07-06,You Stay,dj khaled,NA,,NA,96,,,,,"[u'dance pop', u'hip hop', u'miami hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap']",[u'trap']
2019-07-06,Baila Baila Baila,ozuna,NA,,NA,97,,,,,"[u'latin', u'puerto rican pop', u'reggaeton', u'trap latino']",[u'trap latino']
2019-07-06,Omerta,drake,NA,,NA,99,,,,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap', u'toronto rap']",[u'toronto rap']
2019-07-06,Summer Days,martin garrix,NA,,NA,100,,,,,"[u'big room', u'edm', u'pop', u'progressive house', u'tropical house']",[u'tropical house']
2019-07-13,Higher Love,kygo,48,64,6,63,,,,,"[u'edm', u'pop', u'tropical house']",[u'tropical house']
2019-07-13,Don't Check On Me,chris brown,5,-,6,67,,,,,"[u'dance pop', u'pop', u'pop rap', u'r&b', u'rap']",[u'rap']
2019-07-13,Homicide,logic,73,76,20,71,,,,,"[u'conscious hip hop', u'dmv rap', u'hip hop', u'pop rap', u'rap']",[u'rap']
2019-07-13,Please Me,cardi b,57,57,2,72,,,,,"[u'pop', u'pop rap', u'rap']",[u'rap']
2019-07-13,When I Grow Up,nf,85,85,5,78,,,,,"[u'hip hop', u'pop rap', u'rap']",[u'rap']
2019-07-13,Eyes On You,chase rice,93,93,3,88,,,,,"[u'contemporary country', u'country', u'country road', u'modern country rock', u'redneck']",[u'redneck']
2019-07-13,Wish Wish,dj khaled,NA,,NA,97,,,,,"[u'dance pop', u'hip hop', u'miami hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap']",[u'trap']
2019-07-13,Bacc At It Again,"yella beezy, gucci mane",NA,,NA,98,,,,,,unknown
2019-07-20,Eastside,"benny blanco, halsey",38,45,12,37,,,,,,unknown
2019-07-20,Look Back At It,a boogie wit da hoodie,48,50,11,46,,,,,"[u'melodic rap', u'pop rap', u'rap', u'trap']",[u'trap']
2019-07-20,Down Bad,dreamville,67,81,2,64,,,,,"[u'hip hop', u'rap']",[u'rap']
2019-07-20,Good As You,kane brown,74,86,3,71,,,,,"[u'contemporary country', u'country road']",[u'country road']
2019-07-20,Costa Rica,dreamville,57,76,3,75,,,,,"[u'hip hop', u'rap']",[u'rap']
2019-07-20,Out The Mud,lil baby,28,96,13,85,,,,,"[u'atl hip hop', u'atl trap', u'pop rap', u'rap', u'trap']",[u'trap']
2019-07-20,Girls Need Love,summer walker,65,65,2,90,,,,,"[u'pop', u'pop rap']",[u'pop rap']
2019-07-20,Mother's Daughter,miley cyrus,20,92,3,92,,,,,"[u'dance pop', u'pop', u'post-teen pop']",[u'post-teen pop']
2019-07-20,MEGATRON,nicki minaj,NA,,NA,97,,,,,"[u'dance pop', u'hip pop', u'pop', u'pop rap', u'post-teen pop', u'queens hip hop', u'rap']",[u'rap']
2019-07-20,Ocean Eyes,billie eilish,NA,,NA,99,,,,,"[u'electropop', u'pop']",[u'pop']
2019-07-27,Old Town Road,lil nas x,1,1,20,1,,,,,"[u'country rap', u'lgbtq+ hip hop', u'pop rap']",[u'pop rap']
2019-07-27,Bad Guy,billie eilish,2,2,16,2,,,,,"[u'electropop', u'pop']",[u'pop']
2019-07-27,I Don't Care,ed sheeran,2,6,10,3,,,,,"[u'pop', u'uk pop']",[u'uk pop']
2019-07-27,Senorita,shawn mendes,2,5,4,4,,,,,"[u'canadian pop', u'pop', u'post-teen pop', u'viral pop']",[u'viral pop']
2019-07-27,Talk,khalid,3,4,23,5,,,,,"[u'alternative r&b', u'pop']",[u'pop']
2019-07-27,Truth Hurts,lizzo,6,7,11,6,,,,,"[u'escape room', u'minnesota hip hop', u'pop', u'pop rap', u'trap queen']",[u'trap queen']
2019-07-27,Goodbyes,post malone,3,3,2,7,,,,,"[u'dfw rap', u'melodic rap', u'rap']",[u'rap']
2019-07-27,Sucker,jonas brothers,1,8,20,8,,,,,"[u'boy band', u'dance pop', u'pop', u'pop rock', u'post-teen pop']",[u'post-teen pop']
2019-07-27,Sunflower (Spider-Man: Into The Spider-Verse),post malone,1,9,39,9,,,,,"[u'dfw rap', u'melodic rap', u'rap']",[u'rap']
2019-07-27,No Guidance,chris brown,9,12,6,10,,,,,"[u'dance pop', u'pop', u'pop rap', u'r&b', u'rap']",[u'rap']
2019-07-27,Suge,dababy,7,10,16,11,,,,,"[u'nc hip hop', u'rap']",[u'rap']
2019-07-27,Money In The Grave,drake,7,11,5,12,,,,,"[u'canadian hip hop', u'canadian pop', u'hip hop', u'pop rap', u'rap', u'toronto rap']",[u'toronto rap']
2019-07-27,If I Can't Have You,shawn mendes,2,14,11,13,,,,,"[u'canadian pop', u'pop', u'post-teen pop', u'viral pop']",[u'viral pop']
2019-07-27,Wow.,post malone,2,13,30,14,,,,,"[u'dfw rap', u'melodic rap', u'rap']",[u'rap']
2019-07-27,You Need To Calm Down,taylor swift,2,16,5,15,,,,,"[u'pop', u'post-teen pop']",[u'post-teen pop']
2019-07-27,"Hey Look Ma, I Made It",panic! at the disco,16,18,14,16,,,,,"[u'baroque pop', u'emo', u'modern rock']",[u'modern rock']
2019-07-27,Dancing With A Stranger,sam smith,7,15,27,17,,,,,"[u'pop', u'uk pop']",[u'uk pop']
2019-07-27,The Git Up,blanco brown,16,19,6,18,,,,,[u'country rap'],[u'country rap']
2019-07-27,Beautiful People,ed sheeran,19,40,3,19,,,,,"[u'pop', u'uk pop']",[u'uk pop']
2019-07-27,God's Country,blake shelton,17,17,16,20,,,,,"[u'contemporary country', u'country', u'country road', u'oklahoma country']",[u'oklahoma country']
2019-07-27,Without Me,halsey,1,20,41,21,,,,,"[u'dance pop', u'electropop', u'etherpop', u'indie poptimism', u'pop', u'post-teen pop']",[u'post-teen pop']
2019-07-27,Pop Out,polo g,11,21,17,22,,,,,[u'chicago rap'],[u'chicago rap']
2019-07-27,Ran$om,lil tecca,23,26,7,23,,,,,[u'melodic rap'],[u'melodic rap']
2019-07-27,Beer Never Broke My Heart,luke combs,22,23,11,24,,,,,[u'contemporary country'],[u'contemporary country']
2019-07-27,Cross Me,ed sheeran,25,41,8,25,,,,,"[u'pop', u'uk pop']",[u'uk pop']
2019-07-27,Someone You Loved,lewis capaldi,26,36,10,26,,,,,"[u'pop', u'uk pop']",[u'uk pop']
2019-07-27,Happier,marshmello,2,22,48,27,,,,,"[u'brostep', u'progressive electro house']",[u'progressive electro house']
2019-07-27,The London,"young thug, j. cole",12,29,8,28,,,,,,unknown
2019-07-27,Panini,lil nas x,16,27,4,29,,,,,"[u'country rap', u'lgbtq+ hip hop', u'pop rap']",[u'pop rap']
2019-07-27,7 Rings,ariana grande,1,24,26,30,,,,,"[u'dance pop', u'pop', u'post-teen pop']",[u'post-teen pop']
2019-07-27,Sweet But Psycho,ava max,10,25,31,31,,,,,"[u'dance pop', u'pop', u'post-teen pop']",[u'post-teen pop']
2019-07-27,Never Really Over,katy perry,15,31,7,32,,,,,"[u'dance pop', u'pop', u'post-teen pop']",[u'post-teen pop']
2019-07-27,Whiskey Glasses,morgan wallen,17,28,20,33,,,,,"[u'contemporary country', u'country road', u'deep talent show']",[u'deep talent show']
2019-07-27,Speechless,dan + shay,24,34,30,34,,,,,"[u'contemporary country', u'pop']",[u'pop']
2019-07-27,High Hopes,panic! at the disco,4,33,50,35,,,,,"[u'baroque pop', u'emo', u'modern rock']",[u'modern rock']
2019-07-27,Shotta Flow,nle choppa,36,38,13,36,,,,,[u'memphis hip hop'],[u'memphis hip hop']
2019-07-27,Antisocial,ed sheeran,26,30,20,37,,,,,"[u'pop', u'uk pop']",[u'uk pop']
2019-07-27,Act Up,city girls,25,35,19,38,,,,,"[u'pop', u'pop rap', u'trap queen']",[u'trap queen']
2019-07-27,Rumor,lee brice,4,32,26,39,,,,,"[u'contemporary country', u'country', u'country road', u'modern country rock']",[u'modern country rock']
2019-07-27,Middle Child,j. cole,41,48,12,40,,,,,"[u'conscious hip hop', u'hip hop', u'nc hip hop', u'pop rap', u'rap']",[u'rap']
2019-07-27,Knockin' Boots,luke bryan,6,42,33,41,,,,,"[u'contemporary country', u'country', u'country road']",[u'country road']
2019-07-27,Going Bad,meek mill,43,49,8,42,,,,,"[u'hip hop', u'philly rap', u'pop rap', u'rap', u'southern hip hop', u'trap']",[u'trap']
2019-07-27,Some Of It,eric church,8,47,44,43,,,,,"[u'contemporary country', u'country', u'country road', u'modern country rock']",[u'modern country rock']
2019-07-27,Better,khalid,23,39,25,44,,,,,"[u'alternative r&b', u'pop']",[u'pop']
2019-07-27,Pure Water,mustard,22,43,24,45,,,,,"[u'cali rap', u'pop rap', u'rap', u'southern hip hop', u'trap']",[u'trap']
2019-07-27,Con Calma,daddy yankee,47,67,3,46,,,,,"[u'latin', u'latin hip hop', u'reggaeton', u'tropical']",[u'tropical']
2019-07-27,My Type,saweetie,1,45,42,47,,,,,"[u'cali rap', u'pop', u'pop rap', u'trap queen']",[u'trap queen']
2019-07-27,Shallow,lady gaga,1,50,50,48,,,,,"[u'dance pop', u'pop']",[u'pop']
2019-07-27,Sicko Mode,travis scott,39,62,15,49,,,,,[u'rap'],[u'rap']
2019-07-27,Clout,offset,51,57,11,50,,,,,"[u'atl hip hop', u'hip hop', u'pop rap', u'rap', u'southern hip hop', u'trap']",[u'trap']
2019-07-27,All To Myself,dan + shay,52,59,20,51,,,,,"[u'contemporary country', u'pop']",[u'pop']
2019-07-27,GIRL,maren morris,49,53,11,52,,,,,"[u'contemporary country', u'pop', u'texas country']",[u'texas country']
2019-07-27,South Of The Border,ed sheeran,2,52,13,53,,,,,"[u'pop', u'uk pop']",[u'uk pop']
2019-07-27,Go Loko,"yg, tyga",43,56,9,54,,,,,,unknown
2019-07-27,ME!,taylor swift,52,61,22,55,,,,,"[u'pop', u'post-teen pop']",[u'post-teen pop']
2019-07-27,Just Us,dj khaled,15,54,9,56,,,,,"[u'dance pop', u'hip hop', u'miami hip hop', u'pop', u'pop rap', u'rap', u'southern hip hop', u'trap']",[u'trap']
2019-07-27,Remember The Name,ed sheeran,22,51,4,57,,,,,"[u'pop', u'uk pop']",[u'uk pop']
2019-07-27,Worth It,yk osiris,61,74,4,58,,,,,"[u'deep pop r&b', u'melodic rap', u'pop rap', u'trap']",[u'trap']
2019-07-27,Nightmare,halsey,62,69,8,59,,,,,"[u'dance pop', u'electropop', u'etherpop', u'indie poptimism', u'pop', u'post-teen pop']",[u'post-teen pop']
2019-07-27,Rodeo,lil nas x,48,66,8,60,,,,,"[u'country rap', u'lgbtq+ hip hop', u'pop rap']",[u'pop rap']
2019-07-27,Cash Shit,megan thee stallion,16,58,7,61,,,,,"[u'houston rap', u'pop', u'pop rap', u'trap queen']",[u'trap queen']
2019-07-27,Rearview Town,jason aldean,13,55,9,62,,,,,"[u'contemporary country', u'country', u'country road']",[u'country road']
2019-07-27,Easier,5 seconds of summer,44,44,2,63,,,,,"[u'boy band', u'dance pop', u'pop', u'post-teen pop']",[u'post-teen pop']
2019-07-27,Press,cardi b,67,73,6,64,,,,,"[u'pop', u'pop rap', u'rap']",[u'rap']
2019-07-27,Earfquake,"tyler, the creator",67,72,7,65,,,,,"[u'hip hop', u'rap']",[u'rap']
2019-07-27,Under The Sun,dreamville,49,70,20,66,,,,,"[u'hip hop', u'rap']",[u'rap']
2019-07-27,Callaita,bad bunny,70,77,22,67,,,,,"[u'latin', u'reggaeton', u'trap latino']",[u'trap latino']
2019-07-27,Call You Mine,the chainsmokers,32,65,20,68,,,,,"[u'electropop', u'pop', u'tropical house']",[u'tropical house']
2019-07-27,Walk Me Home,p!nk,72,78,7,69,,,,,"[u'dance pop', u'pop', u'post-teen pop']",[u'post-teen pop']
2019-07-27,Talk You Out Of It,florida georgia line,60,60,2,70,,,,,"[u'contemporary country', u'country', u'country pop', u'country road', u'modern country rock']",[u'modern country rock']
2019-07-27,Look What God Gave Her,thomas rhett,70,76,5,71,,,,,"[u'contemporary country', u'country', u'country road', u'modern country rock']",[u'modern country rock']
2019-07-27,Trampoline,shaed,27,63,15,72,,,,,"[u'electropop', u'pop']",[u'pop']
2019-07-27,BLOW,ed sheeran,68,68,3,73,,,,,"[u'pop', u'uk pop']",[u'uk pop']
2019-07-27,It's You,ali gatie,77,84,5,74,,,,,"[u'canadian hip hop', u'pop']",[u'pop']
2019-07-27,Cool,jonas brothers,78,80,7,75,,,,,"[u'boy band', u'dance pop', u'pop', u'pop rock', u'post-teen pop']",[u'post-teen pop']
2019-07-27,Lalala,y2k,79,81,7,76,,,,,[u'pop rap'],[u'pop rap']
2019-07-27,The Ones That Didn't Make It Back Home,justin moore,73,82,10,77,,,,,"[u'arkansas country', u'contemporary country', u'country', u'country road', u'modern country rock', u'redneck']",[u'redneck']
2019-07-27,Raised On Country,chris young,54,83,15,78,,,,,"[u'contemporary country', u'country', u'country road', u'modern country rock']",[u'modern country rock']
2019-07-27,La La Land,bryce vine,57,79,4,79,,,,,"[u'pop', u'pop rap']",[u'pop rap']
2019-07-27,Soltera,"lunay, daddy yankee",81,91,6,80,,,,,,unknown
2019-07-27,24/7,meek mill,65,87,13,81,,,,,"[u'hip hop', u'philly rap', u'pop rap', u'rap', u'southern hip hop', u'trap']",[u'trap']
2019-07-27,One Thing Right,marshmello,71,86,18,82,,,,,"[u'brostep', u'progressive electro house']",[u'progressive electro house']
2019-07-27,Tip Of My Tongue,kenny chesney,87,100,5,83,,,,,"[u'contemporary country', u'country', u'country road']",[u'country road']
2019-07-27,Otro Trago,sech,88,95,2,84,,,,,"[u'panamanian pop', u'reggaeton']",[u'reggaeton']
2019-07-27,Before I Let Go,beyonce,91,98,2,85,,,,,"[u'dance pop', u'pop', u'r&b']",[u'r&b']
2019-07-27,Calma,pedro capo,89,96,6,86,,,,,"[u'latin', u'latin pop', u'puerto rican pop']",[u'puerto rican pop']
2019-07-27,Only Human,jonas brothers,50,88,14,87,,,,,"[u'boy band', u'dance pop', u'pop', u'pop rock', u'post-teen pop']",[u'post-teen pop']
2019-07-27,No Me Conoce,"jhay cortez, j balvin",28,89,14,88,,,,,,unknown
2019-07-27,Baguettes In The Face,mustard,65,94,3,89,,,,,"[u'cali rap', u'pop rap', u'rap', u'southern hip hop', u'trap']",[u'trap']
2019-07-27,Like A Rodeo,kane brown,30,93,7,90,,,,,"[u'contemporary country', u'country road']",[u'country road']
2019-07-27,I Don't Know About You,chris lane,NA,,NA,91,,,,,[u'contemporary country'],[u'contemporary country']
2019-07-27,Time,nf,NA,,NA,92,,,,,"[u'hip hop', u'pop rap', u'rap']",[u'rap']
2019-07-27,Tap,nav,NA,,NA,93,,,,,"[u'canadian hip hop', u'melodic rap', u'pop rap', u'rap', u'toronto rap', u'trap']",[u'trap']
2019-07-27,Love Ain't,eli young band,NA,,NA,94,,,,,"[u'contemporary country', u'country', u'country road', u'heartland rock', u'modern country rock', u'texas country']",[u'texas country']
2019-07-27,Sanguine Paradise,lil uzi vert,NA,,NA,95,,,,,"[u'melodic rap', u'philly rap', u'pop rap', u'rap', u'trap']",[u'trap']
2019-07-27,Southbound,carrie underwood,NA,,NA,96,,,,,"[u'contemporary country', u'country', u'country dawn', u'dance pop', u'oklahoma country', u'pop', u'post-teen pop']",[u'post-teen pop']
2019-07-27,Que Pretendes,j balvin,NA,,NA,97,,,,,"[u'latin', u'reggaeton']",[u'reggaeton']
2019-07-27,Spirit,beyonce,NA,,NA,98,,,,,"[u'dance pop', u'pop', u'r&b']",[u'r&b']
2019-07-27,Best Part Of Me,ed sheeran,NA,,NA,99,,,,,"[u'pop', u'uk pop']",[u'uk pop']
2019-07-27,Wake Up,travis scott,NA,,NA,100,,,,,[u'rap'],[u'rap']
